Publikationsjahr,Indikator_Nr,jahr_num,jahr_char,Wert,Indikator_Name,IndikatorLabelShort,Wohnviertel_id,Wohnviertel,Rang,Indikator-Kategorie,Gewichtung_Text,Bewertung_Text,Einheit,wert_txt
2019,1,2018,2018,0.0115429011,Sozialhilfequote,Anteil Sozialhilfeempfänger,1,Altstadt Grossbasel,1,Gesellschaft und Soziales,Der Anteil Sozialhilfeempfänger ist für mich,Ein hoher Anteil Sozialhilfeempfänger ist für mich,,"1,15%"
2019,1,2018,2018,0.0357071614,Sozialhilfequote,Anteil Sozialhilfeempfänger,2,Vorstädte,7,Gesellschaft und Soziales,Der Anteil Sozialhilfeempfänger ist für mich,Ein hoher Anteil Sozialhilfeempfänger ist für mich,,"3,57%"
2019,1,2018,2018,0.0322580645,Sozialhilfequote,Anteil Sozialhilfeempfänger,3,Am Ring,5,Gesellschaft und Soziales,Der Anteil Sozialhilfeempfänger ist für mich,Ein hoher Anteil Sozialhilfeempfänger ist für mich,,"3,23%"
2019,1,2018,2018,0.0569521691,Sozialhilfequote,Anteil Sozialhilfeempfänger,4,Breite,12,Gesellschaft und Soziales,Der Anteil Sozialhilfeempfänger ist für mich,Ein hoher Anteil Sozialhilfeempfänger ist für mich,,"5,70%"
2019,1,2018,2018,0.0382347841,Sozialhilfequote,Anteil Sozialhilfeempfänger,5,St. Alban,9,Gesellschaft und Soziales,Der Anteil Sozialhilfeempfänger ist für mich,Ein hoher Anteil Sozialhilfeempfänger ist für mich,,"3,82%"
2019,1,2018,2018,0.0738590979,Sozialhilfequote,Anteil Sozialhilfeempfänger,6,Gundeldingen,15,Gesellschaft und Soziales,Der Anteil Sozialhilfeempfänger ist für mich,Ein hoher Anteil Sozialhilfeempfänger ist für mich,,"7,39%"
2019,1,2018,2018,0.0189163193,Sozialhilfequote,Anteil Sozialhilfeempfänger,7,Bruderholz,3,Gesellschaft und Soziales,Der Anteil Sozialhilfeempfänger ist für mich,Ein hoher Anteil Sozialhilfeempfänger ist für mich,,"1,89%"
2019,1,2018,2018,0.0259136213,Sozialhilfequote,Anteil Sozialhilfeempfänger,8,Bachletten,4,Gesellschaft und Soziales,Der Anteil Sozialhilfeempfänger ist für mich,Ein hoher Anteil Sozialhilfeempfänger ist für mich,,"2,59%"
2019,1,2018,2018,0.0442618224,Sozialhilfequote,Anteil Sozialhilfeempfänger,9,Gotthelf,10,Gesellschaft und Soziales,Der Anteil Sozialhilfeempfänger ist für mich,Ein hoher Anteil Sozialhilfeempfänger ist für mich,,"4,43%"
2019,1,2018,2018,0.0956025196,Sozialhilfequote,Anteil Sozialhilfeempfänger,10,Iselin,18,Gesellschaft und Soziales,Der Anteil Sozialhilfeempfänger ist für mich,Ein hoher Anteil Sozialhilfeempfänger ist für mich,,"9,56%"
2019,1,2018,2018,0.0866516806,Sozialhilfequote,Anteil Sozialhilfeempfänger,11,St. Johann,16,Gesellschaft und Soziales,Der Anteil Sozialhilfeempfänger ist für mich,Ein hoher Anteil Sozialhilfeempfänger ist für mich,,"8,67%"
2019,1,2018,2018,0.0678936605,Sozialhilfequote,Anteil Sozialhilfeempfänger,12,Altstadt Kleinbasel,13,Gesellschaft und Soziales,Der Anteil Sozialhilfeempfänger ist für mich,Ein hoher Anteil Sozialhilfeempfänger ist für mich,,"6,79%"
2019,1,2018,2018,0.0877021068,Sozialhilfequote,Anteil Sozialhilfeempfänger,13,Clara,17,Gesellschaft und Soziales,Der Anteil Sozialhilfeempfänger ist für mich,Ein hoher Anteil Sozialhilfeempfänger ist für mich,,"8,77%"
2019,1,2018,2018,0.0330935252,Sozialhilfequote,Anteil Sozialhilfeempfänger,14,Wettstein,6,Gesellschaft und Soziales,Der Anteil Sozialhilfeempfänger ist für mich,Ein hoher Anteil Sozialhilfeempfänger ist für mich,,"3,31%"
2019,1,2018,2018,0.0496960648,Sozialhilfequote,Anteil Sozialhilfeempfänger,15,Hirzbrunnen,11,Gesellschaft und Soziales,Der Anteil Sozialhilfeempfänger ist für mich,Ein hoher Anteil Sozialhilfeempfänger ist für mich,,"4,97%"
2019,1,2018,2018,0.1030701754,Sozialhilfequote,Anteil Sozialhilfeempfänger,16,Rosental,19,Gesellschaft und Soziales,Der Anteil Sozialhilfeempfänger ist für mich,Ein hoher Anteil Sozialhilfeempfänger ist für mich,,"10,31%"
2019,1,2018,2018,0.1157151041,Sozialhilfequote,Anteil Sozialhilfeempfänger,17,Matthäus,20,Gesellschaft und Soziales,Der Anteil Sozialhilfeempfänger ist für mich,Ein hoher Anteil Sozialhilfeempfänger ist für mich,,"11,57%"
2019,1,2018,2018,0.1373920197,Sozialhilfequote,Anteil Sozialhilfeempfänger,18,Klybeck,22,Gesellschaft und Soziales,Der Anteil Sozialhilfeempfänger ist für mich,Ein hoher Anteil Sozialhilfeempfänger ist für mich,,"13,74%"
2019,1,2018,2018,0.1263121064,Sozialhilfequote,Anteil Sozialhilfeempfänger,19,Kleinhüningen,21,Gesellschaft und Soziales,Der Anteil Sozialhilfeempfänger ist für mich,Ein hoher Anteil Sozialhilfeempfänger ist für mich,,"12,63%"
2019,1,2018,2018,0.0370197687,Sozialhilfequote,Anteil Sozialhilfeempfänger,20,Riehen,8,Gesellschaft und Soziales,Der Anteil Sozialhilfeempfänger ist für mich,Ein hoher Anteil Sozialhilfeempfänger ist für mich,,"3,70%"
2019,1,2018,2018,0.0148392415,Sozialhilfequote,Anteil Sozialhilfeempfänger,30,Bettingen,2,Gesellschaft und Soziales,Der Anteil Sozialhilfeempfänger ist für mich,Ein hoher Anteil Sozialhilfeempfänger ist für mich,,"1,48%"
2019,1,2018,2018,0.0684024449,Sozialhilfequote,Anteil Sozialhilfeempfänger,99,Kanton Basel-Stadt,14,Gesellschaft und Soziales,Der Anteil Sozialhilfeempfänger ist für mich,Ein hoher Anteil Sozialhilfeempfänger ist für mich,,"6,84%"
2019,2,2018,2018,0.2808772605,Auslaenderanteil,Anteil Ausländer,1,Altstadt Grossbasel,6,Gesellschaft und Soziales,Der Anteil Ausländer ist für mich,Ein hoher Anteil Ausländer ist für mich,,"28,1%"
2019,2,2018,2018,0.3810093756,Auslaenderanteil,Anteil Ausländer,2,Vorstädte,14,Gesellschaft und Soziales,Der Anteil Ausländer ist für mich,Ein hoher Anteil Ausländer ist für mich,,"38,1%"
2019,2,2018,2018,0.3687414811,Auslaenderanteil,Anteil Ausländer,3,Am Ring,12,Gesellschaft und Soziales,Der Anteil Ausländer ist für mich,Ein hoher Anteil Ausländer ist für mich,,"36,9%"
2019,2,2018,2018,0.3380422692,Auslaenderanteil,Anteil Ausländer,4,Breite,9,Gesellschaft und Soziales,Der Anteil Ausländer ist für mich,Ein hoher Anteil Ausländer ist für mich,,"33,8%"
2019,2,2018,2018,0.344980059,Auslaenderanteil,Anteil Ausländer,5,St. Alban,10,Gesellschaft und Soziales,Der Anteil Ausländer ist für mich,Ein hoher Anteil Ausländer ist für mich,,"34,5%"
2019,2,2018,2018,0.3955482188,Auslaenderanteil,Anteil Ausländer,6,Gundeldingen,16,Gesellschaft und Soziales,Der Anteil Ausländer ist für mich,Ein hoher Anteil Ausländer ist für mich,,"39,6%"
2019,2,2018,2018,0.2469808699,Auslaenderanteil,Anteil Ausländer,7,Bruderholz,3,Gesellschaft und Soziales,Der Anteil Ausländer ist für mich,Ein hoher Anteil Ausländer ist für mich,,"24,7%"
2019,2,2018,2018,0.2174234035,Auslaenderanteil,Anteil Ausländer,8,Bachletten,1,Gesellschaft und Soziales,Der Anteil Ausländer ist für mich,Ein hoher Anteil Ausländer ist für mich,,"21,7%"
2019,2,2018,2018,0.283160323,Auslaenderanteil,Anteil Ausländer,9,Gotthelf,7,Gesellschaft und Soziales,Der Anteil Ausländer ist für mich,Ein hoher Anteil Ausländer ist für mich,,"28,3%"
2019,2,2018,2018,0.3839995291,Auslaenderanteil,Anteil Ausländer,10,Iselin,15,Gesellschaft und Soziales,Der Anteil Ausländer ist für mich,Ein hoher Anteil Ausländer ist für mich,,"38,4%"
2019,2,2018,2018,0.434435881,Auslaenderanteil,Anteil Ausländer,11,St. Johann,17,Gesellschaft und Soziales,Der Anteil Ausländer ist für mich,Ein hoher Anteil Ausländer ist für mich,,"43,4%"
2019,2,2018,2018,0.3762781186,Auslaenderanteil,Anteil Ausländer,12,Altstadt Kleinbasel,13,Gesellschaft und Soziales,Der Anteil Ausländer ist für mich,Ein hoher Anteil Ausländer ist für mich,,"37,6%"
